"","trt_1","trt_2","trt_3","ctr_1","ctr_2","ctr_3"
"gene:AT1G06590",419,180,116,98,142,51
"gene:AT1G06620",1445,546,435,14,0,3
"gene:AT1G06630",738,53,114,174,175,88
"gene:AT1G06640",431,184,131,149,228,35
"gene:AT1G06645",0,6,0,57,125,11
"gene:AT1G06650",375,11,149,350,297,87
"gene:AT1G06660",293,0,2,15,24,7
"gene:AT1G06670",1037,462,262,486,653,286
"gene:AT1G06680",13920,3203,4760,4168,9790,2879
"gene:AT1G06690",232,95,82,126,142,70
"gene:AT1G06700",1048,177,209,401,775,444
"gene:AT1G06710",101,0,31,53,58,18
"gene:AT1G06720",880,166,375,489,569,186
"gene:AT1G06730",114,0,23,104,118,50
"gene:AT1G06740",2,27,48,7,112,10
"gene:AT1G06750",1,0,14,0,40,0
"gene:AT1G06760",2036,459,526,1010,1474,583
"gene:AT1G06770",265,1,74,64,207,5
"gene:AT1G06780",651,153,150,144,154,99
"gene:AT1G06790",207,124,47,76,112,23
"gene:AT1G06800",591,76,38,44,42,27
"gene:AT1G06810",0,0,0,0,0,0
"gene:AT1G06820",882,155,268,400,333,226
"gene:AT1G06830",2061,577,619,516,479,192
"gene:AT1G06840",440,197,284,118,255,72
"gene:AT1G06850",0,35,2,128,127,77
"gene:AT1G06870",735,311,175,59,136,132
"gene:AT1G06890",948,158,321,335,756,197
"gene:AT1G06900",1202,179,248,454,679,214
"gene:AT1G06910",10,22,59,88,103,87
"gene:AT1G06920",0,0,0,0,0,0
"gene:AT1G06923",0,0,0,0,1,0
"gene:AT1G06925",0,0,0,0,0,0
"gene:AT1G06930",0,0,0,0,0,0
"gene:AT1G06950",1580,380,415,967,1670,562
"gene:AT1G06960",49,0,50,50,140,58
"gene:AT1G06970",0,0,12,0,0,0
"gene:AT1G06980",1,0,0,0,2,0
"gene:AT1G06990",4,0,0,0,3,0
"gene:AT1G07000",1185,322,506,30,85,73
"gene:AT1G07010",14,70,95,146,172,58
"gene:AT1G07020",195,93,101,63,188,37
"gene:AT1G07025",0,0,0,0,0,0
"gene:AT1G07030",324,340,226,173,134,125
"gene:AT1G07040",157,57,243,121,302,111
"gene:AT1G07050",209,68,48,261,363,260
"gene:AT1G07060",0,0,0,3,2,0
"gene:AT1G07070",0,24,12,71,129,10
"gene:AT1G07080",275,148,177,106,213,172
"gene:AT1G07090",14,2,60,92,113,77
"gene:AT1G07110",935,219,338,768,1050,439
"gene:AT1G07120",827,91,217,0,21,22
"gene:AT1G07130",1504,232,190,18,50,48
"gene:AT1G07135",6158,1832,1775,233,167,126
"gene:AT1G07140",5741,1850,2085,1545,1758,1274
"gene:AT1G07150",54,19,7,0,4,0
"gene:AT1G07160",75,23,43,0,1,0
"gene:AT1G07170",152,64,12,52,105,48
"gene:AT1G07175",1,0,0,0,0,0
"gene:AT1G07180",82,6,23,0,1,0
"gene:AT1G07190",0,0,0,0,0,0
"gene:AT1G07200",258,46,49,401,498,228
"gene:AT1G07210",529,103,81,192,305,119
"gene:AT1G07220",609,434,317,118,132,114
"gene:AT1G07230",217,110,196,447,255,227
"gene:AT1G07240",3047,438,414,68,115,56
"gene:AT1G07250",877,101,39,96,212,57
"gene:AT1G07260",1,5,2,21,28,2
"gene:AT1G07270",0,0,0,10,39,1
"gene:AT1G07280",678,337,384,731,868,433
"gene:AT1G07290",72,0,0,14,1,6
"gene:AT1G07300",26,11,5,43,64,21
"gene:AT1G07310",518,201,300,302,197,184
"gene:AT1G07320",1771,634,1086,1778,2704,1543
"gene:AT1G07330",0,0,0,21,19,0
"gene:AT1G07340",1,0,1,0,2,0
"gene:AT1G07350",271,73,58,202,144,49
"gene:AT1G07360",833,582,409,234,293,134
"gene:AT1G07370",32,25,70,61,121,39
"gene:AT1G07380",366,92,130,202,271,77
"gene:AT1G07390",1,0,26,2,33,18
"gene:AT1G07400",6,7,17,1,7,1
"gene:AT1G07410",0,0,0,9,24,22
"gene:AT1G07420",443,103,33,118,215,154
"gene:AT1G07430",628,68,83,12,0,0
"gene:AT1G07440",22,26,36,326,268,131
"gene:AT1G07450",0,0,0,0,2,1
"gene:AT1G07460",0,0,0,0,0,1
"gene:AT1G07470",224,269,202,85,249,96
"gene:AT1G07473",2,0,0,0,0,0
"gene:AT1G07476",0,22,0,0,0,2
"gene:AT1G07480",456,129,135,133,101,104
"gene:AT1G07485",0,18,0,15,30,14
"gene:AT1G07490",0,18,0,15,29,14
"gene:AT1G07510",4364,1050,1345,458,427,290
"gene:AT1G07500",285,3,41,0,0,3
"gene:AT1G07520",3218,713,975,14,59,90
"gene:AT1G07530",2021,423,614,501,721,234
"gene:AT1G07540",0,0,1,0,4,12
"gene:AT1G07550",1,0,0,0,0,2
"gene:AT1G07560",12,0,2,0,0,0
"gene:AT1G07570",9,31,13,27,30,2
"gene:AT1G07590",23472,5082,7042,6773,6596,4947
"gene:AT1G07600",19067,3755,5682,4841,4492,3447
"gene:AT1G07610",48,6,35,53,46,9
"gene:AT1G07615",404,0,24,79,52,8
"gene:AT1G07620",31,4,30,0,0,0
"gene:AT1G07630",1242,289,365,151,175,22
"gene:AT1G07640",2530,466,852,1693,1573,796
"gene:AT1G07650",347,49,385,509,343,214
"gene:AT1G07645",0,17,0,2,0,3
"gene:AT1G07660",398,57,42,61,93,118
"gene:AT1G07670",855,225,202,562,651,369
"gene:AT1G07680",0,0,0,0,0,0
"gene:AT1G07690",0,38,22,0,2,0
"gene:AT1G07700",89,49,115,164,207,111
"gene:AT1G07705",193,13,25,98,227,101
"gene:AT1G07710",0,6,13,0,18,11
"gene:AT1G07720",3,0,8,14,8,30
"gene:AT1G07725",116,4,50,78,80,36
"gene:AT1G07740",100,1,16,27,77,27
"gene:AT1G07730",1,0,0,0,12,0
"gene:AT1G07745",15,42,1,66,48,36
"gene:AT1G07747",0,0,0,0,0,0
"gene:AT1G07750",10,86,68,120,135,69
"gene:AT1G07770",1739,569,706,1358,1608,649
"gene:AT1G07780",21,22,10,0,71,1
"gene:AT1G07790",286,75,63,185,394,114
"gene:AT1G07795",0,0,0,0,0,0
"gene:AT1G07810",888,303,110,201,234,79
"gene:AT1G07820",390,29,38,214,466,232
"gene:AT1G07830",251,0,64,95,174,43
"gene:AT1G07840",639,20,66,136,164,65
"gene:AT1G07850",2,0,0,0,1,0
"gene:AT1G07870",18,3,31,77,133,91
"gene:AT1G07860",0,0,0,0,1,0
"gene:AT1G07880",38,44,30,152,151,126
"gene:AT1G07885",0,0,0,1,0,0
"gene:AT1G07890",5422,1622,1759,2883,4223,2181
"gene:AT1G07900",0,0,0,1,17,0
"gene:AT1G07902",35,6,23,35,125,14
"gene:AT1G07901",0,1,0,30,14,0
"gene:AT1G07910",128,77,57,171,272,114
"gene:AT1G07920",3128,846,961,991,1466,471
"gene:AT1G07930",4019,1249,1713,1194,1676,907
"gene:AT1G07940",4433,1153,744,1149,1767,685
"gene:AT1G07950",17,2,23,88,141,13
"gene:AT1G07960",549,83,181,114,200,63
"gene:AT1G07970",88,13,3,76,152,57
"gene:AT1G07980",112,18,70,100,115,50
"gene:AT1G07985",0,0,3,0,0,0
"gene:AT1G07990",1726,339,247,252,495,140
"gene:AT1G08000",243,9,63,93,67,31
"gene:AT1G08005",0,0,0,0,0,0
"gene:AT1G08010",264,207,102,138,188,93
"gene:AT1G08030",332,18,99,168,303,124
"gene:AT1G08035",0,0,0,0,0,22
"gene:AT1G08040",408,145,80,186,229,54
"gene:AT1G08050",1848,551,903,76,88,18
"gene:AT1G08060",967,187,280,392,431,90
"gene:AT1G08065",0,0,2,0,0,1
"gene:AT1G08070",0,7,3,18,66,9
"gene:AT1G08080",6,34,2,0,45,27
"gene:AT1G08090",1,0,2,2,0,1
"gene:AT1G08100",0,0,0,0,0,0
"gene:AT1G08110",519,208,148,344,446,91
"gene:AT1G08120",0,0,0,0,8,0
"gene:AT1G08125",16,12,26,125,171,38
"gene:AT1G08130",1195,183,119,238,223,98
"gene:AT1G08135",0,0,0,0,0,0
"gene:AT1G08140",0,0,0,1,0,2
"gene:AT1G08150",0,39,2,1,1,0
"gene:AT1G08160",385,123,126,446,343,123
"gene:AT1G08165",0,0,0,0,0,0
"gene:AT1G08170",0,0,0,0,0,0
"gene:AT1G08180",0,22,0,52,118,29
"gene:AT1G08190",688,267,190,793,683,314
"gene:AT1G08200",2162,449,618,805,1058,435
"gene:AT1G08210",67,18,7,109,184,84
"gene:AT1G08220",169,58,55,31,70,15
"gene:AT1G08230",421,52,284,91,294,87
"gene:AT1G08250",330,195,68,79,172,16
"gene:AT1G08260",1527,464,326,513,693,274
"gene:AT1G08270",404,8,66,81,52,48
"gene:AT1G08280",108,22,67,43,85,87
"gene:AT1G08290",96,142,50,26,24,0
"gene:AT1G08300",295,42,72,57,143,14
"gene:AT1G08310",0,0,3,0,12,1
"gene:AT1G08315",224,118,57,25,87,26
"gene:AT1G08320",2,0,0,0,7,0
"gene:AT1G08340",703,47,93,81,182,87
"gene:AT1G08350",205,52,83,79,49,130
"gene:AT1G08360",1490,368,608,837,1189,545
"gene:AT1G08370",370,127,195,171,362,99
"gene:AT1G08380",5076,1237,1976,2456,3807,1461
"gene:AT1G08390",0,0,1,22,15,70
"gene:AT1G08400",8,4,3,67,76,92
"gene:AT1G08410",1101,367,335,158,252,98
"gene:AT1G08420",1046,337,412,557,696,432
"gene:AT1G08430",0,19,0,0,0,0
"gene:AT1G08440",0,0,0,0,0,0
"gene:AT1G08450",1382,600,538,397,655,167
"gene:AT1G08460",82,0,14,109,104,82
"gene:AT1G08465",204,97,95,371,307,142
"gene:AT1G08470",128,38,16,182,168,85
"gene:AT1G08480",957,162,243,240,312,186
"gene:AT1G08490",949,179,124,227,361,70
"gene:AT1G08500",477,11,44,40,28,0
"gene:AT1G08510",2249,855,764,672,660,335
"gene:AT1G08520",1831,373,611,1120,1836,856
"gene:AT1G08530",323,21,29,47,197,66
"gene:AT1G08540",981,190,215,532,1042,480
"gene:AT1G08550",658,83,262,469,960,535
"gene:AT1G08560",71,25,30,287,533,91
"gene:AT1G08570",251,206,131,498,743,269
"gene:AT1G08580",1587,158,340,263,299,74
"gene:AT1G08590",1,40,1,46,120,44
"gene:AT1G08600",1344,179,252,502,537,216
"gene:AT1G08610",49,0,28,38,90,0
"gene:AT1G08620",1063,325,327,314,496,318
"gene:AT1G08630",165,162,133,27,51,0
"gene:AT1G08640",1129,125,215,471,715,257
"gene:AT1G08645",45,28,43,66,46,92
"gene:AT1G08650",187,85,77,104,81,128
"gene:AT1G08660",92,34,11,158,216,165
"gene:AT1G08670",0,0,0,0,0,0
"gene:AT1G08680",295,159,194,325,525,265
"gene:AT1G08695",0,0,0,0,0,0
"gene:AT1G08700",1011,75,144,270,237,192
"gene:AT1G08710",170,15,30,85,39,13
"gene:AT1G08720",573,89,109,296,291,131
"gene:AT1G08730",1,6,7,1,2,39
"gene:AT1G08750",34,105,19,53,222,75
"gene:AT1G08760",463,39,153,223,239,68
"gene:AT1G08770",63,49,46,81,109,23
"gene:AT1G08780",245,89,71,64,108,74
"gene:AT1G08790",0,0,0,0,0,0
"gene:AT1G08800",557,235,252,120,85,29
"gene:AT1G08810",0,0,0,0,4,1
"gene:AT1G08820",1112,148,213,306,349,259
"gene:AT1G08830",1034,286,158,132,162,105
"gene:AT1G08840",767,63,81,127,161,58
"gene:AT1G08845",88,0,55,32,31,2
"gene:AT1G08860",90,26,58,0,9,0
"gene:AT1G08880",179,78,84,517,700,331
"gene:AT1G08890",113,21,29,24,54,13
"gene:AT1G08900",265,5,47,26,160,41
"gene:AT1G08910",265,98,24,147,217,109
"gene:AT1G08920",1264,308,297,291,376,172
"gene:AT1G08930",4559,1539,2072,321,422,360
"gene:AT1G08940",914,647,339,42,101,24
"gene:AT1G08960",226,0,41,59,109,61
"gene:AT1G08970",650,54,180,264,317,127
"gene:AT1G08980",468,55,371,279,603,243
"gene:AT1G08985",0,0,0,0,0,0
"gene:AT1G08990",18,0,0,0,1,0
"gene:AT1G09000",207,1,41,43,53,59
"gene:AT1G09010",203,39,260,472,963,160
"gene:AT1G09020",870,250,297,399,466,242
"gene:AT1G09030",0,0,0,0,0,0
"gene:AT1G09040",60,35,20,26,67,22
"gene:AT1G09050",116,0,31,44,59,73
"gene:AT1G09060",1124,300,418,816,677,341
"gene:AT1G09070",6428,1731,1840,2073,1717,1099
"gene:AT1G09080",0,0,20,18,1,50
"gene:AT1G09090",0,5,0,12,0,0
"gene:AT1G09100",21,61,200,121,153,69
"gene:AT1G09130",1048,176,164,631,887,361
"gene:AT1G09140",288,236,236,525,579,297
"gene:AT1G09150",17,84,170,257,304,83
"gene:AT1G09155",0,0,0,0,0,0
"gene:AT1G09157",0,0,0,0,0,1
"gene:AT1G09160",356,201,108,255,446,102
"gene:AT1G09170",0,1,19,1,12,0
"gene:AT1G09176",0,1,12,0,0,0
"gene:AT1G09180",0,1,0,0,3,9
"gene:AT1G09190",57,17,2,18,16,36
"gene:AT1G09195",44,96,99,5,87,81
"gene:AT1G09200",181,2,57,175,634,182
"gene:AT1G09210",695,237,326,812,1212,564
"gene:AT1G09220",3,0,1,9,33,0
"gene:AT1G09230",40,2,35,83,125,31
"gene:AT1G09240",0,0,0,91,131,53
"gene:AT1G09245",0,0,0,0,0,0
"gene:AT1G09250",154,0,10,175,169,58
"gene:AT1G09260",4,0,0,0,0,0
"gene:AT1G09270",1117,182,217,275,353,244
"gene:AT1G09280",229,21,19,141,109,91
"gene:AT1G09290",36,1,13,58,51,38
"gene:AT1G09300",255,1,48,50,123,40
"gene:AT1G09310",72,54,301,101,191,83
"gene:AT1G09320",382,45,41,71,138,32
"gene:AT1G09330",459,54,57,93,170,127
"gene:AT1G09340",1332,545,705,1851,3401,1055
"gene:AT1G09350",6,0,0,2,0,0
"gene:AT1G09360",0,0,0,0,0,0
"gene:AT1G09370",0,0,0,0,0,0
"gene:AT1G09380",1,0,0,0,2,0
"gene:AT1G09390",220,117,43,137,298,72
"gene:AT1G09400",88,1,0,13,61,0
"gene:AT1G09410",2,22,12,36,1,17
"gene:AT1G09415",278,9,60,43,193,21
"gene:AT1G09420",176,51,50,142,145,21
"gene:AT1G09430",780,323,231,364,455,290
"gene:AT1G09440",323,20,28,170,283,138
"gene:AT1G09450",0,1,2,12,14,2
"gene:AT1G09460",78,47,80,367,441,205
"gene:AT1G09470",0,0,0,32,96,46
"gene:AT1G09480",597,0,16,0,6,0
"gene:AT1G09483",0,0,0,0,0,0
"gene:AT1G09490",209,112,44,135,130,43
"gene:AT1G09500",0,26,1,0,0,0
"gene:AT1G09510",0,0,7,0,0,0
"gene:AT1G09520",28,119,99,21,117,18
"gene:AT1G09530",188,46,59,110,179,96
"gene:AT1G09540",0,29,12,0,0,0
"gene:AT1G09550",1,0,0,1,0,0
"gene:AT1G09560",903,543,444,118,249,83
"gene:AT1G09570",1875,526,777,1137,1663,667
"gene:AT1G09575",379,20,94,26,50,41
"gene:AT1G09580",0,33,1,52,60,33
"gene:AT1G09590",1420,322,296,458,685,196
"gene:AT1G09600",0,0,0,26,3,0
"gene:AT1G09610",553,1,96,20,78,17
"gene:AT1G09620",3255,996,1236,902,1634,702
"gene:AT1G09625",0,0,0,0,0,0
"gene:AT1G09630",174,40,91,62,110,51
"gene:AT1G09640",5640,1933,1260,1272,1902,717
"gene:AT1G09645",735,33,137,121,202,84
"gene:AT1G09650",0,0,8,0,3,0
"gene:AT1G09660",238,82,12,380,427,150
"gene:AT1G09665",0,0,0,0,0,0
"gene:AT1G09680",1,30,4,4,23,45
"gene:AT1G09690",1103,423,306,637,1058,324
"gene:AT1G09700",60,16,42,41,195,33
"gene:AT1G09710",2,13,30,154,120,53
"gene:AT1G09720",0,0,1,0,0,0
"gene:AT1G09730",968,30,453,416,510,275
"gene:AT1G09740",21,2,8,21,89,1
"gene:AT1G09750",1228,311,273,268,1063,325
"gene:AT1G09760",579,220,175,191,291,169
"gene:AT1G09770",3214,932,1065,795,1248,459
"gene:AT1G09780",1686,485,715,964,1159,628
"gene:AT1G09790",0,0,0,0,0,1
"gene:AT1G09794",32,103,136,49,43,41
"gene:AT1G09795",496,195,290,442,770,288
"gene:AT1G09800",351,89,34,41,65,73
"gene:AT1G09810",443,10,184,137,153,149
"gene:AT1G09812",221,0,14,46,127,26
"gene:AT1G09815",651,233,270,132,156,41
"gene:AT1G09820",285,27,48,77,21,1
"gene:AT1G09830",100,112,71,163,169,43
"gene:AT1G09840",690,64,186,474,435,183
"gene:AT1G09850",197,140,12,159,390,93
"gene:AT1G09860",0,0,0,26,22,5
"gene:AT1G09870",79,11,87,129,269,90
"gene:AT1G09880",68,9,23,16,38,11
"gene:AT1G09890",276,100,77,63,176,142
"gene:AT1G09900",427,27,27,178,247,44
"gene:AT1G09910",18,75,39,95,193,30
"gene:AT1G09920",836,54,207,218,306,181
"gene:AT1G09930",13,59,11,0,1,11
"gene:AT1G09932",5212,608,948,11,2,2
"gene:AT1G09935",0,0,0,1,0,0
"gene:AT1G09940",2556,833,747,253,391,26
"gene:AT1G09950",42,0,15,0,0,0
"gene:AT1G09960",372,224,46,194,168,83
"gene:AT1G09970",23008,7537,8486,1488,1437,756
"gene:AT1G09980",509,252,156,251,195,58
"gene:AT1G09995",95,42,2,26,21,25
"gene:AT1G10000",0,0,1,5,14,4
"gene:AT1G10010",0,0,0,0,0,0
"gene:AT1G10020",164,57,33,252,316,86
"gene:AT1G10030",92,1,14,53,87,18
"gene:AT1G10040",612,89,256,36,11,8
"gene:AT1G10050",783,137,138,46,73,3
"gene:AT1G10060",2,271,3,0,25,0
"gene:AT1G10070",0,71,89,16,28,9
"gene:AT1G10090",256,142,267,192,253,84
"gene:AT1G10095",210,15,21,16,57,29
"gene:AT1G10100",0,0,0,0,0,0
"gene:AT1G10110",9,0,16,0,0,13
"gene:AT1G10120",66,104,93,505,561,264
"gene:AT1G10130",835,231,328,469,564,299
"gene:AT1G10140",1556,246,354,35,14,18
"gene:AT1G10150",227,119,187,160,203,158
"gene:AT1G10155",227,119,187,174,214,159
"gene:AT1G10170",10542,3189,2974,353,568,217
"gene:AT1G10180",42,93,71,162,202,79
"gene:AT1G10190",1,0,0,0,0,0
"gene:AT1G10200",668,397,101,495,1014,382
"gene:AT1G10210",95,21,30,73,49,7
"gene:AT1G10220",17,0,0,0,0,0
"gene:AT1G10225",0,0,0,0,0,0
"gene:AT1G10230",105,11,21,12,71,26
"gene:AT1G10240",11,4,5,66,140,35
"gene:AT1G10250",0,0,0,0,0,0
"gene:AT1G10270",934,335,304,322,105,71
"gene:AT1G10280",278,30,12,68,81,21
"gene:AT1G10290",1609,502,839,651,844,290
"gene:AT1G10300",0,0,0,24,0,0
"gene:AT1G10310",83,0,18,67,77,55
"gene:AT1G10320",253,96,211,171,322,177
"gene:AT1G10330",1,0,0,8,0,1
"gene:AT1G10340",96,207,90,9,21,0
"gene:AT1G10350",575,28,38,128,172,80
"gene:AT1G10360",90,5,18,101,162,52
"gene:AT1G10370",3,3,1,7,7,0
"gene:AT1G10380",443,41,62,382,569,368
"gene:AT1G10385",0,1,0,0,1,0
"gene:AT1G10390",1914,358,660,683,989,428
"gene:AT1G10395",128,1,58,39,85,10
"gene:AT1G10400",0,1,0,0,0,0
"gene:AT1G10410",2093,304,282,299,314,155
"gene:AT1G10417",1,2,0,27,2,0
"gene:AT1G10430",47,67,103,85,185,80
"gene:AT1G10450",526,141,168,283,352,119
"gene:AT1G10455",0,0,2,0,2,0
"gene:AT1G10460",0,0,0,27,9,13
"gene:AT1G10470",413,97,49,535,1018,361
"gene:AT1G10480",0,0,0,0,0,0
"gene:AT1G10490",861,154,57,196,406,149
"gene:AT1G10500",459,118,124,174,385,29
"gene:AT1G10510",424,19,101,215,419,102
"gene:AT1G10520",1,0,4,0,31,3
"gene:AT1G10522",596,96,193,431,460,294
"gene:AT1G10530",10,0,2,18,16,0
"gene:AT1G10540",0,0,0,0,15,0
"gene:AT1G10550",0,0,0,0,0,0
"gene:AT1G10560",72,17,37,0,0,28
"gene:AT1G10570",158,24,63,150,146,138
"gene:AT1G10580",1637,781,620,165,261,156
"gene:AT1G10585",173,134,200,1,1,0
"gene:AT1G10586",3,26,0,0,2,0
"gene:AT1G10588",0,0,0,0,0,0
"gene:AT1G10590",891,256,290,395,421,175
"gene:AT1G10600",143,18,59,153,262,14
"gene:AT1G10610",36,4,25,70,127,37
"gene:AT1G10620",0,1,0,5,0,0
"gene:AT1G10630",758,316,211,199,331,77
"gene:AT1G10640",0,0,5,4,0,2
"gene:AT1G10650",447,33,10,155,196,99
"gene:AT1G10657",5,20,28,250,78,98
"gene:AT1G10660",202,75,50,178,234,37
"gene:AT1G10670",2347,573,496,954,1197,472
"gene:AT1G10680",0,0,1,0,1,0
"gene:AT1G10690",223,0,34,40,54,24
"gene:AT1G10700",1031,260,202,68,180,38
"gene:AT1G10710",0,0,0,0,0,0
"gene:AT1G10715",0,0,0,0,0,0
"gene:AT1G10717",0,0,0,0,0,0
"gene:AT1G10720",512,72,85,293,257,155
"gene:AT1G10730",361,5,31,125,145,41
"gene:AT1G10740",161,62,116,315,194,75
"gene:AT1G10745",0,0,0,0,0,0
"gene:AT1G10747",0,0,0,0,3,5
"gene:AT1G10750",0,1,8,128,87,61
"gene:AT1G10760",6414,846,1766,2007,2658,1004
"gene:AT1G10770",0,33,22,2,0,0
"gene:AT1G10780",113,10,25,14,20,35
"gene:AT1G10790",2,4,1,1,10,13
"gene:AT1G10800",7,31,24,0,44,4
"gene:AT1G10810",0,2,0,24,60,46
"gene:AT1G10820",365,119,75,391,587,212
"gene:AT1G10830",129,77,41,125,201,107
"gene:AT1G10840",937,265,334,455,953,375
"gene:AT1G10850",70,0,6,119,102,52
"gene:AT1G10865",150,30,37,65,158,0
"gene:AT1G10870",153,31,78,258,157,144
"gene:AT1G10875",0,0,0,0,0,0
"gene:AT1G10880",0,0,0,1,0,0
"gene:AT1G10890",1122,275,395,463,501,401
"gene:AT1G10900",471,160,108,476,516,297
"gene:AT1G10910",107,11,135,368,380,175
"gene:AT1G10920",9,96,30,49,48,34
"gene:AT1G10930",17,53,40,177,235,137
"gene:AT1G10940",896,290,345,682,540,340
"gene:AT1G10950",1905,679,479,1368,1466,682
"gene:AT1G10960",970,261,177,1200,3141,971
"gene:AT1G10970",1,0,10,5,18,1
"gene:AT1G10980",1,0,0,0,0,0
"gene:AT1G10990",59,4,23,3,1,0
"gene:AT1G11000",0,1,3,0,3,0
"gene:AT1G11020",234,247,33,110,178,33
"gene:AT1G11040",362,0,22,1,0,0
"gene:AT1G11050",4490,934,1144,178,71,19
"gene:AT1G11060",404,31,91,190,142,123
"gene:AT1G11070",0,0,0,0,0,0
"gene:AT1G11080",8,1,1,0,0,0
"gene:AT1G11090",62,10,60,87,110,55
"gene:AT1G11100",227,73,52,23,49,21
"gene:AT1G11110",0,0,1,0,0,0
"gene:AT1G11112",0,0,0,0,0,1
"gene:AT1G11120",0,0,0,0,51,1
"gene:AT1G11125",0,26,0,27,5,0
"gene:AT1G11130",45,134,97,173,337,52
"gene:AT1G11145",0,0,0,0,0,0
"gene:AT1G11160",14,32,0,19,127,19
"gene:AT1G11170",81,0,28,20,132,50
"gene:AT1G11180",333,33,1,39,95,37
"gene:AT1G11190",719,98,101,98,120,44
"gene:AT1G11200",572,6,171,124,128,49
"gene:AT1G11210",333,36,67,63,85,58
"gene:AT1G11220",1,0,0,16,59,3
"gene:AT1G11230",0,0,0,0,0,0
"gene:AT1G11240",737,132,100,195,199,171
"gene:AT1G11250",0,0,0,0,5,0
"gene:AT1G11260",963,752,756,1331,1022,585
"gene:AT1G11270",95,1,5,74,64,22
"gene:AT1G11280",537,44,67,105,235,65
"gene:AT1G11290",41,72,7,114,76,65
"gene:AT1G11300",94,39,33,13,3,0
"gene:AT1G11303",98,0,28,6,45,19
"gene:AT1G11310",2368,746,1050,974,1339,405
"gene:AT1G11320",1,11,70,32,28,2
"gene:AT1G11330",1578,891,890,211,165,118
"gene:AT1G11340",1,1,0,9,2,0
"gene:AT1G11350",52,79,97,16,51,20
"gene:AT1G11360",163,147,59,288,222,98
"gene:AT1G11362",0,0,0,0,0,0
"gene:AT1G11370",0,0,0,2,0,0
"gene:AT1G11380",7,0,2,112,137,156
"gene:AT1G11390",170,182,157,121,120,87
"gene:AT1G11400",92,79,59,171,239,77
"gene:AT1G11410",33,0,27,19,5,0
"gene:AT1G11420",1,5,0,45,60,3
"gene:AT1G11430",442,112,116,320,725,256
"gene:AT1G11440",123,24,16,134,193,178
"gene:AT1G11450",0,4,1,69,32,0
"gene:AT1G11460",0,27,2,0,0,0
"gene:AT1G11470",0,0,0,0,0,0
"gene:AT1G11475",403,69,83,53,192,13
"gene:AT1G11480",1131,461,423,646,586,216
"gene:AT1G11490",0,40,0,0,8,0
"gene:AT1G11500",26,0,0,0,37,0
"gene:AT1G11510",0,0,0,4,0,0
"gene:AT1G11520",10,1,2,0,9,0
"gene:AT1G11530",214,31,23,153,195,90
"gene:AT1G11540",0,1,20,8,0,0
"gene:AT1G11545",186,73,27,0,103,6
"gene:AT1G11560",45,28,14,0,0,0
"gene:AT1G11570",94,159,10,6,39,23
"gene:AT1G11572",135,34,36,0,4,0
"gene:AT1G11580",1259,209,397,369,422,190
"gene:AT1G11590",0,0,0,0,0,0
"gene:AT1G11591",1,0,0,1,27,13
"gene:AT1G11593",0,0,0,0,0,0
"gene:AT1G11600",0,0,0,0,0,0
"gene:AT1G11608",1,0,0,0,0,0
"gene:AT1G11610",133,31,85,0,1,0
"gene:AT1G11620",0,0,1,0,0,0
"gene:AT1G11630",97,24,59,136,86,16
"gene:AT1G11650",1720,541,417,763,1292,578
"gene:AT1G11655",0,0,0,0,2,0
"gene:AT1G11660",768,245,284,467,452,315
"gene:AT1G11670",88,9,1,0,0,0
"gene:AT1G11680",293,83,132,213,425,200
"gene:AT1G11684",0,0,0,0,0,0
"gene:AT1G11690",0,0,0,0,0,0
"gene:AT1G11700",3,31,6,95,91,79
"gene:AT1G11710",24,21,33,36,59,9
"gene:AT1G11720",431,13,95,163,327,132
"gene:AT1G11730",66,7,55,132,99,85
"gene:AT1G11740",0,0,2,1,3,1
"gene:AT1G11750",585,172,220,406,728,311
"gene:AT1G11755",0,27,74,56,149,71
"gene:AT1G11760",0,11,0,8,127,25
"gene:AT1G11765",0,0,0,0,0,0
"gene:AT1G11770",0,0,1,0,2,0
"gene:AT1G11780",165,3,33,99,109,21
"gene:AT1G11785",0,0,0,12,0,0
"gene:AT1G11790",313,145,117,70,358,95
"gene:AT1G11800",182,73,7,51,45,13
"gene:AT1G11810",19,0,1,0,7,0
"gene:AT1G11820",534,34,56,203,344,126
"gene:AT1G11840",3601,697,1235,1056,1931,693
"gene:AT1G11850",0,0,0,0,20,0
"gene:AT1G11860",2271,453,1117,2974,5435,2085
"gene:AT1G11870",75,34,77,178,174,45
"gene:AT1G11880",200,28,0,73,70,33
"gene:AT1G11890",453,65,183,198,295,149
"gene:AT1G11900",0,0,1,0,62,0
"gene:AT1G11905",691,222,173,93,94,120
"gene:AT1G11910",4506,1271,1351,2771,3035,1695
"gene:AT1G11915",33,18,50,53,49,0
"gene:AT1G11920",0,0,1,0,0,0
"gene:AT1G11925",273,23,47,3,0,20
"gene:AT1G11930",226,139,201,371,343,211
"gene:AT1G11940",86,1,13,90,39,2
"gene:AT1G11950",92,61,6,49,123,56
"gene:AT1G11960",149,60,58,407,366,170
"gene:AT1G11970",0,0,0,0,0,0
"gene:AT1G11980",0,0,0,0,0,0
"gene:AT1G11990",0,0,0,0,1,0
"gene:AT1G12000",1075,144,400,337,579,183
"gene:AT1G12010",78,2,43,17,88,68
"gene:AT1G12020",16,0,8,111,176,79
"gene:AT1G12030",0,0,0,0,0,0
